NPS 0.0028987647020067412, 0.013835511145272867, 0.0015372790161414297, 0.0011529592621060721, 0.0015372790161414297, 0.0011529592621060721, 3.843197540353574E-4, 0.0, 0.0, 0.0, 0.0, 7.686395080707148E-4, 0.021137586471944657, 7.686395080707148E-4, 3.843197540353574E-4, 0.0, 0.9573405073020753
NPS 1.4708853916381762E-4, 0.00765076507650765, 0.0018001800180018, 4.5004500450045E-4, 0.0031503150315031502, 9.000900090009E-4, 0.0, 4.5004500450045E-4, 0.0, 0.0, 0.0, 4.5004500450045E-4, 0.017101710171017102, 4.5004500450045E-4, 0.0, 0.0, 0.9675967596759676
NPS 0.009296740994854204, 0.013616339607529036, 0.0016019223067681217, 0.0, 0.0024028834601521826, 0.0, 8.009611533840609E-4, 0.0, 4.0048057669203043E-4, 0.0, 0.0012014417300760913, 0.0, 0.0184221065278334, 4.0048057669203043E-4, 8.009611533840609E-4, 0.0, 0.960352422907489
NPS 0.01914968652037618, 0.009535655058043118, 0.003316749585406302, 0.0, 0.0020729684908789387, 0.0, 4.1459369817578774E-4, 4.1459369817578774E-4, 0.0, 0.0, 4.1459369817578774E-4, 0.0, 0.009535655058043118, 4.1459369817578774E-4, 0.0012437810945273632, 0.0, 0.972636815920398
NPS 9.641351763404612E-4, 0.012095339736748489, 0.002845962290999644, 3.557452863749555E-4, 0.0021344717182497333, 0.0, 0.0, 0.0, 0.0, 0.0, 3.557452863749555E-4, 7.11490572749911E-4, 0.019565990750622556, 0.0010672358591248667, 0.0, 0.0, 0.9608680184987549
CYBER 0.0, 0.0, 0.008547008547008548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008547008547008548, 0.0, 0.0, 0.0, 0.9829059829059829
CYBER 0.0, 0.008733624454148471, 0.004366812227074236, 0.0, 0.006550218340611353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04148471615720524, 0.0, 0.0, 0.0, 0.9388646288209607
CYBER 0.034153951848404085, 0.0, 0.0, 0.0, 0.002109704641350211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002109704641350211, 0.004219409282700422, 0.002109704641350211, 0.002109704641350211, 0.0, 0.9873417721518988 
CYBER 0.003990800865800866, 0.0049504950495049506, 0.0019801980198019802, 0.0, 0.006435643564356435, 0.0, 4.950495049504951E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01881188118811881, 0.0014851485148514852, 4.950495049504951E-4, 0.0, 0.9653465346534653
CYBER 0.0, 0.003336113427856547, 0.002085070892410342, 0.0016680567139282735, 0.0016680567139282735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01626355296080067, 0.0012510425354462051, 0.0, 0.0, 0.9737281067556297
CYBER 0.0010684201488819344, 0.013123359580052493, 0.0017497812773403325, 0.0, 0.003499562554680665, 0.0, 0.0, 0.0, 0.0, 8.748906386701663E-4, 8.748906386701663E-4, 0.0026246719160104987, 0.04636920384951881, 0.0, 0.0, 0.0, 0.9308836395450568
